id,name,area,experience,description,key_skills,employer,alternate_url,languages,from,to,currency
76845266,"Data scientist, Цены и анализ конкурентов, Матчинг",Москва,От 3 до 6 лет,"Команда занимается поддержкой моделей распознавания и поиска похожих/идентичных товаров у E-Commerce игроков рынка на больших объемах данных текстов и картинок. Среди текущих целей команды есть такие, как улучшение качества классификации, повышение полноты моделей, реализация новых текстовых и картиночных моделей. Вам предстоит:  Разработка моделей и пайплайнов для обработки текста и картинок, а также моделей классификации; Написания и оптимизации алгоритмов обработки данных на pyspark; Поиск и разработка новых фичей для улучшения качества матчинга; Построение пайплайнов аналитики работы алгоритмов.  Мы ожидаем:  2-3 года промышленного опыта в Data Science; Хорошее знание Python + библиотеки ML/DL (pytorch, catboost, sklearn); Теоретическое знание ML и DL; Хорошее знание Spark, Hadoop; Знакомство со стэком: Kafka, Airflow, Hive, Grafana; Проактивность, большое желание развиваться.  Мы предлагаем:  Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce; Свободу действий в принятии решений; Достойный уровень заработной платы; Профессиональную команду, которой мы гордимся; Возможность развиваться вместе с нашим бизнесом. ","['NLP', 'Spark', 'Hadoop', 'Machine Learning', 'PyTorch', 'Big Data', 'Data Science', 'ML', 'Анализ данных', 'IT', 'Торговая площадка']",Ozon,https://hh.ru/vacancy/76845266,,,,
76682763,"Продуктовый аналитик, Ozon Fintech",Москва,От 1 года до 3 лет,"Ищем сильного продуктового аналитика, который поможет сделать сервис аналитики финансового подразделения Ozon ещё лучше. Вы сможете напрямую влиять на бизнес, работая с данными по таким направлениям, как Факторинг, РКО, Кредитование B2B. Вам предстоит:  Определять ключевые показатели продуктов, декомпозировать их на составляющие и находить способы их улучшения; Выявлять возникающие у пользователей проблемы и находить способы их решения; Проводить эксперименты: сравнивать алгоритмы и интерфейсные решения; Проводить когортный анализ, строить продуктовые воронки, сегментировать клиентов, рассчитывать CRR, LTV, ARPU; Изучать поведение пользователей, находить «узкие места» в продуктах; Оценивать эффект от запуска новых функций продуктов; Обрабатывать большие объёмы данных из самых разных источников; Визуализировать данные в PowerBI и Tableau; Писать запросы в Vertica, MS SQL, ClickHouse.  Мы ожидаем:  Высшее техническое, математическое, финансовое или экономическое образование; Опыт работы аналитиком более 2 лет; Уверенные знания математики и основ статистики; Умение общаться с заказчиками и выявлять бизнес-требования; Умение рассказать о полученных на основе работы с данными выводах понятным языком; Умение аргументированно отстаивать свою точку зрения и готовность слышать и учитывать точки зрения ваших коллег; Вы отлично разбираетесь в продуктовых метриках, связанных с привлечением, удержанием и оттоком пользователей; Владение SQL на достаточном для написания сложных запросов уровне; Знание Python на уровне, достаточном для анализа, визуализации и интерпретации данных.  Будет плюсом:  Опыт работы с аналитическими средами PowerBI и Tableau; Знание теории A/B тестирования и, в идеале, опыт проведения таких тестов. ","['Python', 'Tableau', 'SQL', 'A/B тесты', 'PowerBI']",Ozon,https://hh.ru/vacancy/76682763,,,,
76662350,"Инженер по автоматизации тестирования TypeScript (Путешествия,Travel)",Москва,От 3 до 6 лет,"Ozon Travel - один из лидеров туристических сервисов РФ. Наша платформа бронирования билетов и отелей - уникальный высокотехнологичный продукт, позволяющий в режиме реального времени обрабатывать самые сложные маршруты и находить наиболее выгодные предложения для путешественников. Мы заботимся о комфорте и безопасности наших клиентов, и предлагаем дополнительные туристические услуги - сервисные пакеты, страховки, экскурсии, трансферы, а также оказываем круглосуточную поддержку по всем современным средствам связи, включая мессенджеры и собственный чат. Ежедневно мы обслуживаем десятки тысяч физических лиц и корпоративных клиентов. Вам предстоит:  Создавать ручные и автотесты на TypeScript/Python; Рефакторить и поддерживать существующий фреймворк автотестов; Разрабатывать внутренние инструменты, библиотеки и сервисы для тестирования; Работать в продуктовой кросс-функциональной команде.  Мы ожидаем:  Опыт ручного тестирования от 2х лет; Опыт тестирования web-приложений (frontend & backend); Опыт тестирования API REST (Знание Postman или Swagger); Опыт автоматизированного тестирования от 1,5 лет на TypeScript (или желание перейти с языков Python, Java и т.д.); Уверенные навыки тестирования ПО; Знание баз данных на уровне написания запросов простой-средней сложности; Умение работать с Git, CI/CD.  Мы предлагаем:   Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce;   Свободу действий в принятии решений;   Достойный уровень заработной платы;   Профессиональную команду, которой мы гордимся;   Возможность развиваться вместе с нашим бизнесом.  ","['Atlassian Jira', 'Python', 'Функциональное тестирование', 'Test case', 'Linux', 'IT', 'Docker', 'typescript']",Ozon,https://hh.ru/vacancy/76662350,,,,
72702509,"Руководитель группы Data Science, NLP",Москва,От 3 до 6 лет,"Наша команда - часть направления Поиска, который делает большой продукт, включающий в себя ключевые куски пользовательского пути: поисковые подсказки, формирование поисковой и категорийной выдачи, ранжирование, исправление опечаток, предсказание категорий и др.  Проекты и задачи, которые решает команда:  Определение релевантности товара к тексту запроса. Тут делаем нейронные сети, которые как можно лучше отвечают на вопрос “насколько хорошо этот товар подходит к этому запросу”; Предсказание категории товара по тексту запроса; Нейросетевое ранжирование товаров. Пытаемся улучшить/заменить классические модели ранжирования на основе градиентного бустинга на решения на основе нейронных сетей; Ранжирование фильтров по запросу; Методология и процесс разметки выдачи на релевантность с помощью краудсорсинга.   Сейчас в команде четыре ML разработчика и мы планируем расти дальше; Для решения задач мы работаем с пользовательскими логами, пишем код от автоматизации обработки сырых данных (их действительно много, приходится ворочать терабайтные логи) до пайплайнизации всего процесса подготовки моделей для прода. Наш стек: pytorch, python, pyspark, sql, airflow.  Вам предстоит:  Управлять командой из 4+ ML разработчиков и отвечать за все, что связано с текстовой релевантностью Поиска в OZON; Ожидаем, что как минимум на старте, новый тим лид будет работать бок о бок с командой и вольется в наш стек и проекты; Генерация гипотез, дизайн архитектуры моделей, способов решения задач; Организация процессов в команде: работа с бэклогом, декомпозиция, планирование и распределение задач, стендапы; Найм, развитие, мотивация, менторинг членов команды; Взаимодействие с заказчиками (продакты, лиды разработки, руководители смежных продуктов), превращение их проблем в задачи аналитики и разработки.  Мы ожидаем:  Опыт руководства ML командой; Опыт решения релевантных NLP задач; Глубокое знание теории и практики ML; Уверенное владение python, torch. Надо любить писать код - у нас его немало, будет больше и от него многое зависит; Знание теории вероятностей и статистики, базовых алгоритмов; Проактивность, развитые навыки коммуникации; Будет плюсом опыт работы с распределенными вычислениями, с нашим стеком (pyspark, airflow).  Мы предлагаем:  Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce; Свободу действий в принятии решений; Достойный уровень заработной платы; Профессиональную команду, которой мы гордимся; Возможность развиваться вместе с нашим бизнесом. ","['Python', 'SQL', 'airflow', 'Разработка поисковых технологий', 'NLP', 'pytorch']",Ozon,https://hh.ru/vacancy/72702509,,,,
76399373,"Специалист по тестированию, Логистика, Центральная логистика",Москва,От 3 до 6 лет,"Наша команда занимается автоматизацией бизнес-процессов, связанных с управлением заказами и маршрутами в логистических системах Ozon. Вместе с компанией мы постоянно растём и развиваемся, поэтому сейчас в поисках QA Automation Engineer. Наш стек: Python, MSSQL, PostgreSQL, Kafka. Вам предстоит:  Тестировать преимущественно backend системы; Создавать и поддерживать автотесты (python + pytest); Выполнять ручное тестирование микросервисов.  Мы ожидаем:  Опыт в тестировании и автоматизации тестирования API/web-приложений; SQL на уровне написания запросов разной сложности, опыт работы с Процедурами; Опыт в написании автотестов на Python; Понимание микросервисной архитектуры; Опыт работы с Git.  Будет плюсом:  Опыт проведения нагрузочного тестирования; Опыт работы с Kafka, Docker, Kubernetes.  Мы предлагаем:   Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce и логистики;   Свободу действий в принятии решений;  Пересмотр заработной платы 2 раза в год по итогам ревью; Профессиональную команду, которой мы гордимся; Возможность развиваться вместе с нашим бизнесом. ","['Git', 'Python', 'SQL', 'Postman', 'PostgreSQL', 'IT', 'Разработка логистики', 'Docker']",Ozon,https://hh.ru/vacancy/76399373,,,,
75751409,"Инженер по автоматизации тестирования, Ozon Fintech",Москва,От 3 до 6 лет,"Сейчас мы стремимся обеспечить продукты финтеха качественным набором автотестов и утилит, помогающих в тестировании. У нас несколько команд, каждая из которых отвечает за определённую область в QA. Ищем опытного инженера по автоматизации тестирования в большую команду, которая решает задачи, связанные с автотестами на Golang и разработкой сервисов подготовки тестовых данных. Что у нас уже есть:  Линтеры, юнит/компонентные/e2e-тесты для бэкенда (пишем на Golang) Несколько самостоятельных проектов на Go и Python Все тесты встроены в CI Дружная команда, помогающая с освоением и код-ревью задач  Вам предстоит:  Писать автотесты для сложных бизнес-сценариев Заниматься организацией и улучшением процессов тестирования вместе с командой (применение моков, работа с тестовыми данными) Развивать проекты для тестирования и помогать командам разработки переиспользовать эти наработки.  Мы ожидаем, что вы:  Имеете опыт построения или улучшения процессов тестирования и автоматизации от 3-х лет  Знаете и умеете применять в работе техники тест-дизайна   Знакомы с инструментами для автоматизации тестирования   Имеете опыт тестирования и автоматизации на backend/API с базой данных   Имеете навыки тестирования API (что-то из REST, GraphQL, gRPC)   Участвовали во внедрении тестов в CI   Знаете или стремитесь изучить Golang и тестирование на нём (поможем перейти с другого языка)   Умеете приоритизировать задачи и принимать эффективные решения   Будет плюсом:   Опыт написания е2е-тестов для микросервисов и работы с моками  Опыт написания сервисов для тестирования   Опыт написания нагрузочных тестов   Опыт работы с GitLab CI.  ","['Golang', 'Python', 'gRPC', 'Автоматизация тестирования', 'Финансы', 'IT']",Ozon,https://hh.ru/vacancy/75751409,,,,
76954495,Senior Data Engineer (DWH),Санкт-Петербург,От 3 до 6 лет,"PETER PARTNER – это молодая продуктовая IT-компания, которая занимается созданием собственных крутых финтех продуктов. Мы – команда профессионалов, готовых помочь с трудной задачей в понедельник утром и классно провести время в пятницу вечером. Придерживаемся agile-подхода. Для нас agile – это не только гибкая методология создания продуктов, но и прозрачность взаимоотношений внутри команды и вовлеченность каждого в общее дело. В нашем активе есть коммерчески успешные продукты. Мы реализовали систему по автоматизации торговли, которая интегрирована с крупными торговыми брокерами. Все продукты компании Peter Partner локализованы на множество языков и ими пользуется свыше 1 млн. человек в странах Азии, Африки и Южной Америки. Также, используя свой опыт в алгоритмах трейдинга мы разработали платформу, которая позволяет управлять активами на ведущих криптовалютных биржах. Мы работаем в технологически-сложной сфере и наша задача – сделать простой и удобный продукт, понятный для каждого. Наша команда развивает и поддерживает инфраструктуру для продуктовой аналитики в Peter Partner. Мы отвечаем за контуры обработки и трансформации данных (ETL), организацию хранения данных (DWH), средства визуализации (BI) и A/B тестирования. Мы в поисках Data-engineer который, также как и мы разделяет data driven подход, знает как искать insights в данных и сможет вывести наши продукты на новый уровень!) Это про тебя? Давай с нами!) ТЕБЕ ПРЕДСТОИТ:   Создание единого пайплайна обновления отчетности на базе Airflow + Clickhouse + Postgres;   Создание витрин с разными слоями данных (сырые данные, агрегированные данные, таблицы под отчеты и датасеты для BI), проектирование модели данных исходя из бизнес-требований;   Подключение и сверка новых источников Performance маркетинга;   Формирование стратегии по работе с данными с четкой, понятной и описанной структурой;   Проектирование структуры хранения данных (в том числе бэкапы, сжатие неиспользуемых данных), создание ETL-процессов;   Выстраивание и поддержка процессов data quality (health-метрики, алерты);   Поддержка и развитие инфраструктуры A/B тестирования.   НЕОБХОДИМЫЕ НАВЫКИ:   Уверенное владение Python.   Владение SQL, понимание принципов оптимизации запросов и организации хранения данных;   Автономность и проактивность в работе - умение находить, подсвечивать и решать проблемные моменты самостоятельно, не дожидаясь задач со стороны;   Опыт разработки ETL-процессов с применением Airflow;   Опыт работы с Clickhouse;   Опыт работы с логированием пользовательских событий (в мобильном приложении);   Желание разбираться в бизнес-особенностях данных с которыми предстоит работать.   БУДЕТ ПЛЮСОМ:   Понимание принципов разработки bi - как преимущество (SuperSet / Tableau / Looker / Power Bi или аналоги);   Опыт решения DevOps задач - Docker, Kubernetes (или Nomad).   НАШ СТЕК:   Базы данных: Postgres, Clickhouse, Mongo DB;   Для ETL: Airflow, Airbyte, DBT, Jitsu, Pipeline платформа Hevo;   Внешние источники данных:   Facebook и Google - рекламные кабинеты;   Branch - трекер атрибуций;   Apphud - выручка;   Amplitude - продуктовая аналитика.     BI - Superset.   МЫ ПРЕДЛАГАЕМ:   Стать частью амбициозной IT-команды с крутыми процессами и насыщенной корпоративной культурой;   Официальное оформление, белую заработную плату;   График работы 5/2 с гибким началом рабочего дня с 8:00 до 11:00 и возможностью работать как в офисе, так и удаленно;   Работу в уютном, двухэтажном офисе с зоной отдыха, 2 кухнями и мини-библиотекой, и все это в 8 минутах ходьбы от ст.м. Выборгская;   Образовательные мероприятия внутри команды (мы их назвали “ppsync”), где можно не только обмениваться опытом, но и прокачать скиллы ораторского мастерства и выступлений на публике;   Регулярные командные мероприятия.  ","['Postgres', 'Clickhouse', 'Mongo DB', 'Airflow', 'Airbyte', 'DBT', 'Branch', 'Apphud', 'Amplitude', 'Superset', 'Python', 'SQL', 'A/B тесты']",Peter Partner,https://hh.ru/vacancy/76954495,"[{'id': 'eng', 'name': 'Английский', 'level': {'id': 'b1', 'name': 'B1 — Средний'}}]",,,
76455750,AWS DevOps Engineer (Middle/ Senior) Remote,Москва,От 3 до 6 лет,"We are looking for a Strong Middle/Senior AWS Cloud Operations Engineer. As a key member of the operations team, you will be responsible for architecting, deploying and supporting the cloud infrastructure that supports a set of our core products. About PixelluPixellu is an exciting software company serving creatives in the photography industry. Today, we are a team of 30 team members spread across 10 countries, serving tens of thousands of photographers in over 100 countries.At Pixellu every team member holds important positions, able to contribute in a meaningful way to the success of the team and grow personally & professionally.Employees about the company: https://vimeo.com/405889874?embedded=true&source=vimeo_logo&owner=13854037Responsibilities• Deploy, manage, and operate scalable, highly available, secure, and fault-tolerant systems on AWS using IaC (infrastructure as code) approach• Participate in the on-call schedule• Anticipate operational problems by monitoring system performance and studying operating targets• Perform regular vulnerability scans and apply best security practices• Troubleshoot any emergency infrastructure incident to achieve optimal application performance and stability (on-call responsibility)• Estimate AWS usage costs and identifying operational cost control mechanisms• Collaborate with remote team members and stakeholdersSkills and Qualifications• 3+ years of experience as an AWS operations engineer:- Background in deploying and managing enterprisesolutions in AWS- Hands-on experience in AWS provisioning and goodknowledge of AWS services like EC2, S3, CloudFront,ELB, RDS, EBS, Fargate, Lambda- Strong knowledge of networking concepts and AWS VPCfeatures• Minimum 1 year of experience deploying container-based applications and managing hosts running Docker Swarm, Kubernetes, or Nomad• Experience with various database and storage solutions: AWS S3, MySQL, PostgreSQL, AWS Aurora, AWS, DynamoDB• Proficient understanding of code versioning tools, such as Git• Experience with IoC frameworks such as Terraform or CloudFormation• Saltstack experience a plus• Python knowledge a plus Benefits Package Offering• Work from anywhere• Friendly and supporting international team• Flextime; aside from ""required online hours"" of 8-11 am Pacific Time, work hours are fully flexible• Competitive salary based on experience level• Quarterly profit-sharing bonuses• Paid parental leave• 25 annual days off, with the ability to make up missed days on weekendsFeel free to apply and contact us for more details!","['Linux', 'AWS', 'Docker', 'Terraform', 'Python', 'Kubernetes']",Pixellu,https://hh.ru/vacancy/76455750,"[{'id': 'eng', 'name': 'Английский', 'level': {'id': 'b1', 'name': 'B1 — Средний'}}]",4000.0,5000.0,USD
77134404,Analyst (GameDev),Санкт-Петербург,От 1 года до 3 лет,"Playneta – студия разработки популярных мобильных игр. Наши игры занимают высокие позиции в топах Google Play и App Store по всему миру. В команде аналитики открыта позиция Analyst (GameDev). Чем предстоит заниматься:   Разрабатывать дашборды в Tableau и Grafana;   Описывать события аналитики и работать в связке с продуктовой и маркетинговой командами;   Проводить исследовательские задачи.   Для успешного выполнения задач тебе понадобятся:   Опыт работы в продуктовой аналитике от полугода;   Базовые знания Python и SQL;   Знание основ статистики.   Будет плюсом:    Опыт работы с Tableau;   Наличие пэт-проектов.   Вам будет интересно, если:   Вы хотите работать в компании, которая помогает в игровой форме знакомиться миллионам игроков по всему миру.   Мы предлагаем:   демократичное руководство – мы открыты новым идеям;   100% оплату больничных и отпусков;   ДМС, включая стоматологию;   гибкое начало рабочего дня;   финальное предложение по ЗП делаем по итогам собеседования, отталкиваемся от ожиданий кандидатов.   Предлагаем удаленное сотрудничество или поможем с релокейтом в один из наших офисов. Благодарим Вас за интерес, проявленный к нашей Вакансии! Стандартный срок рассмотрения резюме в нашей Компании 14 рабочих дней с момента получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям Компании - мы свяжемся с Вами по указанным контактам. Если в течение 14 рабочих дней мы не связались с Вами, то это означает, что, к сожалению, пока мы не готовы Вас пригласить для прохождения собеседования.","['Python', 'SQL', 'Product Analyst', 'Grafana', 'Tableau']",Playneta,https://hh.ru/vacancy/77134404,,,,
76362642,"Data Test Engineer (DWH, ETL)",Санкт-Петербург,От 3 до 6 лет,"Эта вакансия предполагает обязательную релокацию с возможностью работы в одном из наших офисов в Ирландии, Португалии, Кипре, Сербии, Черногории, Армении, Казахстане, либо удаленно. В игры Playrix уже играют миллионы людей ежедневно. Чтобы это число превратилось в миллиард, мы делаем всё возможное, чтобы не возникало ни малейших сомнений в полноте, актуальности и достоверности информации, которую мы предоставляем. Особое внимание уделяем скорости обработки и качеству данных. Это позволяет нам принимать верные решения относительно развития наших игр! В нашу команду нужен опытный Data QA Engineer, который поможет развивать наши продукты. Наши задачи   контроль качества данных игровой аналитики;   контроль качества внутренних продуктов и сервисов обработки данных;   настройка процесса непрерывного тестирования;   функциональное тестирование данных;   подготовка и запуск автоматических тестов;   поддержка базы знаний по тестированию.   Наш стек Для автоматического тестирования наших продуктов и сервисов мы используем свой тестовый Python-фреймворк. Задачи и дефекты ведем в Asana, ручные тесты храним в Test IT, а автоматические в GitHub. Инфраструктура в AWS. CI/CD – TeamCity. Мы ожидаем   общий опыт в тестировании от 3 лет;   опыт работы с различными БД от 3 лет (Postgres, Redshift и др.)   уверенное знание SQL, умение составлять оптимизированные и сложные запросы;   знание и применение техник тест-дизайна;   опыт обработки больших массивов данных с помощью Python;   опыт тестирования, исследования данных или ETL от 1 года.   Будет плюсом   понимание методологии и инструментов тестирования данных;   опыт автоматизации на Python;   знание Bash и Linux;   базовые знания в аналитике данных (финансовые, маркетинговые и т.д.);   опыт работы с Spark, Hadoop, Databricks;   Мы предлагаем Заботу о здоровье Компенсируем онлайн-сессии с психологом, открываем для вас и ваших детей ДМС со стоматологией и лечением от COVID-19. Организуем вакцинацию для тех, кому это важно. Спорт и фитнес Поддерживаем здоровый образ жизни и компенсируем покупку любых спортивных абонементов, подписку на фитнес-приложение или участие в марафонах. Заботу о благополучии Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставим дополнительные выходные. Удобное рабочее место У нас есть все для комфортной работы, где бы вы не находились. В офисах — зоны отдыха и горячее питание, для удаленных сотрудников — доставка современной техники. Развитие и обучение Оплачиваем участие в профильных конференциях и курсах, регулярно проводим внутренние буткемпы и стажировки. А для личного развития предлагаем доступ к тысячам книг в онлайн-библиотеке и скидки на курсы английского языка.  ","['Python', 'SQL', 'ETL', 'QA', 'Работа с базами данных']",Playrix,https://hh.ru/vacancy/76362642,,,,
70816590,Senior Data QA Engineer (SQL),Москва,От 3 до 6 лет,"Эта вакансия предполагает обязательную релокацию из России и Беларуси с возможностью работы в одном из наших офисов в Ирландии, Португалии, Кипре, Сербии, Черногории, Армении, Казахстане, либо удаленно из других стран. В игры Playrix уже играют миллионы людей ежедневно. Чтобы это число превратилось в миллиард, мы делаем всё возможное, чтобы не возникало ни малейших сомнений в полноте, актуальности и достоверности информации, которую мы предоставляем. Особое внимание уделяем скорости обработки и качеству данных. Это позволяет нам принимать верные решения относительно развития наших игр! В нашу команду нужен опытный Data QA Engineer, который поможет развивать наши продукты. Наши задачи   контроль качества данных игровой аналитики;   контроль качества внутренних продуктов и сервисов обработки данных;   настройка процесса непрерывного тестирования;   функциональное тестирование данных;   подготовка и запуск автоматических тестов;   поддержка базы знаний по тестированию.   Наш стек Для автоматического тестирования наших продуктов и сервисов мы используем свой тестовый Python-фреймворк. Задачи и дефекты ведем в Asana, ручные тесты храним в Test IT, а автоматические в GitHub. Инфраструктура в AWS. CI/CD – TeamCity. Мы ожидаем   общий опыт в тестировании от 3 лет;   опыт работы с различными БД от 3 лет (Postgres, Redshift и др.)   уверенное знание SQL, умение составлять оптимизированные и сложные запросы;   знание и применение техник тест-дизайна;   опыт обработки больших массивов данных с помощью Python;   опыт тестирования, исследования данных или ETL от 1 года.   Будет плюсом   понимание методологии и инструментов тестирования данных;   опыт автоматизации на Python;   знание Bash и Linux;   базовые знания в аналитике данных (финансовые, маркетинговые и т.д.);   опыт работы с Spark, Hadoop, Databricks;   Мы предлагаем Заботу о здоровье Компенсируем онлайн-сессии с психологом, открываем для вас и ваших детей ДМС со стоматологией и лечением от COVID-19. Организуем вакцинацию для тех, кому это важно. Спорт и фитнес Поддерживаем здоровый образ жизни и компенсируем покупку любых спортивных абонементов, подписку на фитнес-приложение или участие в марафонах. Заботу о благополучии Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставим дополнительные выходные. Удобное рабочее место У нас есть все для комфортной работы, где бы вы не находились. В офисах — зоны отдыха и горячее питание, для удаленных сотрудников — доставка современной техники. Развитие и обучение Оплачиваем участие в профильных конференциях и курсах, регулярно проводим внутренние буткемпы и стажировки. А для личного развития предлагаем доступ к тысячам книг в онлайн-библиотеке и скидки на курсы английского языка.  ","['Python', 'SQL', 'ETL', 'QA', 'Работа с базами данных']",Playrix,https://hh.ru/vacancy/70816590,,,,
76362644,"Data Test Engineer (DWH, ETL)",Армения,От 3 до 6 лет,"В игры Playrix уже играют миллионы людей ежедневно. Чтобы это число превратилось в миллиард, мы делаем всё возможное, чтобы не возникало ни малейших сомнений в полноте, актуальности и достоверности информации, которую мы предоставляем. Особое внимание уделяем скорости обработки и качеству данных. Это позволяет нам принимать верные решения относительно развития наших игр! В нашу команду нужен опытный Data QA Engineer, который поможет развивать наши продукты. Наши задачи   контроль качества данных игровой аналитики;   контроль качества внутренних продуктов и сервисов обработки данных;   настройка процесса непрерывного тестирования;   функциональное тестирование данных;   подготовка и запуск автоматических тестов;   поддержка базы знаний по тестированию.   Наш стек Для автоматического тестирования наших продуктов и сервисов мы используем свой тестовый Python-фреймворк. Задачи и дефекты ведем в Asana, ручные тесты храним в Test IT, а автоматические в GitHub. Инфраструктура в AWS. CI/CD – TeamCity. Мы ожидаем   общий опыт в тестировании от 3 лет;   опыт работы с различными БД от 3 лет (Postgres, Redshift и др.)   уверенное знание SQL, умение составлять оптимизированные и сложные запросы;   знание и применение техник тест-дизайна;   опыт обработки больших массивов данных с помощью Python;   опыт тестирования, исследования данных или ETL от 1 года.   Будет плюсом   понимание методологии и инструментов тестирования данных;   опыт автоматизации на Python;   знание Bash и Linux;   базовые знания в аналитике данных (финансовые, маркетинговые и т.д.);   опыт работы с Spark, Hadoop, Databricks;   Мы предлагаем Заботу о здоровье Компенсируем онлайн-сессии с психологом, открываем для вас и ваших детей ДМС со стоматологией и лечением от COVID-19. Организуем вакцинацию для тех, кому это важно. Спорт и фитнес Поддерживаем здоровый образ жизни и компенсируем покупку любых спортивных абонементов, подписку на фитнес-приложение или участие в марафонах. Заботу о благополучии Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставим дополнительные выходные. Удобное рабочее место У нас есть все для комфортной работы, где бы вы не находились. В офисах — зоны отдыха и горячее питание, для удаленных сотрудников — доставка современной техники. Развитие и обучение Оплачиваем участие в профильных конференциях и курсах, регулярно проводим внутренние буткемпы и стажировки. А для личного развития предлагаем доступ к тысячам книг в онлайн-библиотеке и скидки на курсы английского языка.  ","['Python', 'SQL', 'ETL', 'QA', 'Работа с базами данных']",Playrix,https://hh.ru/vacancy/76362644,,,,
